id,location,shift_type,day_of_week,start_time,end_time,break_start,break_end,total_hours,required_gender,required_skills,region,emp_count,allocation_priority,active
219,Willow Gardens No. 17,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
220,Willow Gardens No. 17,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
221,Willow Gardens No. 17,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
222,Willow Gardens No. 17,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
223,Willow Gardens No. 17,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
224,Willow Gardens No. 17,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
225,Fairview Road No. 18,FLOATING,MONDAY,12:00:00,14:00:00,,,2.0,ANY,,BARNET,1,10,t
226,Fairview Road No. 18,FLOATING,TUESDAY,12:00:00,14:00:00,,,2.0,ANY,,BARNET,1,10,t
227,Fairview Road No. 18,FLOATING,WEDNESDAY,12:00:00,14:00:00,,,2.0,ANY,,BARNET,1,10,t
228,Fairview Road No. 18,FLOATING,THURSDAY,12:00:00,14:00:00,,,2.0,ANY,,BARNET,1,10,t
229,Fairview Road No. 18,FLOATING,FRIDAY,12:00:00,14:00:00,,,2.0,ANY,,BARNET,1,10,t
230,Fairview Road No. 18,FLOATING,SATURDAY,12:00:00,14:00:00,,,2.0,ANY,,BARNET,1,10,t
231,Fairview Road No. 18,FLOATING,SUNDAY,12:00:00,14:00:00,,,2.0,ANY,BUCCAL,BARNET,1,10,t
232,Fairview Road No. 18,SLEEP_IN,MONDAY,22:00:00,07:00:00,,,9.0,FEMALE,,BARNET,1,10,t
233,Fairview Road No. 18,SLEEP_IN,TUESDAY,22:00:00,07:00:00,,,9.0,ANY,,BARNET,1,10,t
234,Fairview Road No. 18,SLEEP_IN,WEDNESDAY,22:00:00,07:00:00,,,9.0,ANY,,BARNET,1,10,t
235,Fairview Road No. 18,SLEEP_IN,THURSDAY,22:00:00,07:00:00,,,9.0,FEMALE,,BARNET,1,10,t
236,Fairview Road No. 18,SLEEP_IN,FRIDAY,22:00:00,07:00:00,,,9.0,FEMALE,,BARNET,1,10,t
237,Fairview Road No. 18,SLEEP_IN,SATURDAY,22:00:00,07:00:00,,,9.0,ANY,,BARNET,1,10,t
238,Fairview Road No. 18,SLEEP_IN,SUNDAY,22:00:00,07:00:00,,,9.0,ANY,,BARNET,1,10,t
239,Sycamore Close No. 19,DAY,MONDAY,08:00:00,20:00:00,,,11.0,FEMALE,,BARNET,1,10,t
240,Sycamore Close No. 19,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,FEMALE,,BARNET,1,10,t
241,Sycamore Close No. 19,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
242,Sycamore Close No. 19,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,FEMALE,,BARNET,1,10,t
243,Sycamore Close No. 19,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,FEMALE,,BARNET,1,10,t
244,Sycamore Close No. 19,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,FEMALE,,BARNET,1,10,t
245,Sycamore Close No. 19,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
246,Sycamore Close No. 19,WAKING_NIGHT,MONDAY,20:00:00,08:00:00,,,12.0,FEMALE,,BARNET,1,10,t
247,Sycamore Close No. 19,WAKING_NIGHT,TUESDAY,20:00:00,08:00:00,,,12.0,ANY,,BARNET,1,10,t
248,Sycamore Close No. 19,WAKING_NIGHT,WEDNESDAY,20:00:00,08:00:00,,,12.0,FEMALE,,BARNET,1,10,t
249,Sycamore Close No. 19,WAKING_NIGHT,THURSDAY,20:00:00,08:00:00,,,12.0,FEMALE,,BARNET,1,10,t
250,Sycamore Close No. 19,WAKING_NIGHT,FRIDAY,20:00:00,08:00:00,,,12.0,FEMALE,,BARNET,1,10,t
251,Sycamore Close No. 19,WAKING_NIGHT,SATURDAY,20:00:00,08:00:00,,,12.0,FEMALE,,BARNET,1,10,t
252,Sycamore Close No. 19,WAKING_NIGHT,SUNDAY,20:00:00,08:00:00,,,12.0,FEMALE,,BARNET,1,10,t
253,Chestnut Lodge No. 20,DAY,MONDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,2,10,t
254,Chestnut Lodge No. 20,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
255,Chestnut Lodge No. 20,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
256,Chestnut Lodge No. 20,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
257,Chestnut Lodge No. 20,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
258,Chestnut Lodge No. 20,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
259,Chestnut Lodge No. 20,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
260,Priory Road No. 21,DAY,MONDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
261,Priory Road No. 21,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
262,Priory Road No. 21,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
263,Priory Road No. 21,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
264,Priory Road No. 21,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
265,Priory Road No. 21,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
266,Priory Road No. 21,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
267,Priory Road No. 21,WAKING_NIGHT,MONDAY,20:00:00,08:00:00,,,12.0,ANY,,BARNET,1,10,t
268,Priory Road No. 21,WAKING_NIGHT,TUESDAY,20:00:00,08:00:00,,,12.0,ANY,,BARNET,1,10,t
269,Priory Road No. 21,WAKING_NIGHT,WEDNESDAY,20:00:00,08:00:00,,,12.0,ANY,BUCCAL,BARNET,1,10,t
270,Priory Road No. 21,WAKING_NIGHT,THURSDAY,20:00:00,08:00:00,,,12.0,ANY,,BARNET,1,10,t
271,Priory Road No. 21,WAKING_NIGHT,FRIDAY,20:00:00,08:00:00,,,12.0,ANY,,BARNET,1,10,t
272,Priory Road No. 21,WAKING_NIGHT,SATURDAY,20:00:00,08:00:00,,,12.0,ANY,BUCCAL,BARNET,1,10,t
273,Priory Road No. 21,WAKING_NIGHT,SUNDAY,20:00:00,08:00:00,,,12.0,ANY,,BARNET,1,10,t
274,Cedar House No. 22,WAKING_NIGHT,MONDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
275,Cedar House No. 22,WAKING_NIGHT,TUESDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
276,Cedar House No. 22,WAKING_NIGHT,WEDNESDAY,20:00:00,08:00:00,,,12.0,ANY,,BARNET,1,10,t
277,Cedar House No. 22,WAKING_NIGHT,THURSDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
278,Cedar House No. 22,WAKING_NIGHT,FRIDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
279,Cedar House No. 22,WAKING_NIGHT,SATURDAY,20:00:00,08:00:00,,,12.0,ANY,,BARNET,1,10,t
280,Cedar House No. 22,WAKING_NIGHT,SUNDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
281,Birchwood Gardens No. 23,DAY,MONDAY,08:00:00,20:00:00,,,11.0,FEMALE,,BARNET,1,10,t
282,Birchwood Gardens No. 23,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,FEMALE,,BARNET,1,10,t
283,Birchwood Gardens No. 23,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,FEMALE,,BARNET,1,10,t
284,Birchwood Gardens No. 23,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,FEMALE,,BARNET,1,10,t
285,Birchwood Gardens No. 23,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,FEMALE,,BARNET,1,10,t
286,Birchwood Gardens No. 23,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,FEMALE,,BARNET,1,10,t
287,Birchwood Gardens No. 23,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,FEMALE,,BARNET,1,10,t
288,Birchwood Gardens No. 23,LONG_DAY,MONDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,BARNET,1,10,t
289,Birchwood Gardens No. 23,LONG_DAY,TUESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,BARNET,1,10,t
290,Birchwood Gardens No. 23,LONG_DAY,WEDNESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,BARNET,1,10,t
291,Birchwood Gardens No. 23,LONG_DAY,THURSDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,BARNET,1,10,t
292,Birchwood Gardens No. 23,LONG_DAY,FRIDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,BARNET,1,10,t
293,Birchwood Gardens No. 23,LONG_DAY,SATURDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,BARNET,1,10,t
294,Birchwood Gardens No. 23,LONG_DAY,SUNDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,BARNET,1,10,t
295,Birchwood Gardens No. 23,CARE_CALL,MONDAY,06:30:00,21:30:00,,,12.0,FEMALE,,BARNET,1,1,t
296,Birchwood Gardens No. 23,CARE_CALL,TUESDAY,06:30:00,21:30:00,,,12.0,FEMALE,,BARNET,1,1,t
297,Birchwood Gardens No. 23,CARE_CALL,WEDNESDAY,06:30:00,21:30:00,,,12.0,ANY,BUCCAL,BARNET,1,1,t
298,Birchwood Gardens No. 23,CARE_CALL,THURSDAY,06:30:00,21:30:00,,,12.0,FEMALE,,BARNET,1,1,t
299,Birchwood Gardens No. 23,CARE_CALL,FRIDAY,06:30:00,21:30:00,,,12.0,ANY,,BARNET,1,1,t
300,Birchwood Gardens No. 23,CARE_CALL,SATURDAY,06:30:00,21:30:00,,,12.0,FEMALE,,BARNET,1,1,t
301,Birchwood Gardens No. 23,CARE_CALL,SUNDAY,06:30:00,21:30:00,,,12.0,FEMALE,,BARNET,1,1,t
302,Maple Court No. 24,DAY,MONDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
303,Maple Court No. 24,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
304,Maple Court No. 24,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
305,Maple Court No. 24,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
306,Maple Court No. 24,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
307,Maple Court No. 24,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
308,Maple Court No. 24,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
309,Maple Court No. 24,WAKING_NIGHT,MONDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
310,Maple Court No. 24,WAKING_NIGHT,TUESDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
311,Maple Court No. 24,WAKING_NIGHT,WEDNESDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
312,Maple Court No. 24,WAKING_NIGHT,THURSDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
313,Maple Court No. 24,WAKING_NIGHT,FRIDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
314,Maple Court No. 24,WAKING_NIGHT,SATURDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
315,Maple Court No. 24,WAKING_NIGHT,SUNDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
316,Maple Court No. 24,SLEEP_IN,MONDAY,22:00:00,07:00:00,,,9.0,MALE,,BARNET,1,10,t
317,Maple Court No. 24,SLEEP_IN,TUESDAY,22:00:00,07:00:00,,,9.0,MALE,,BARNET,1,10,t
318,Maple Court No. 24,SLEEP_IN,WEDNESDAY,22:00:00,07:00:00,,,9.0,MALE,,BARNET,1,10,t
319,Maple Court No. 24,SLEEP_IN,THURSDAY,22:00:00,07:00:00,,,9.0,ANY,,BARNET,1,10,t
320,Maple Court No. 24,SLEEP_IN,FRIDAY,22:00:00,07:00:00,,,9.0,MALE,,BARNET,1,10,t
321,Maple Court No. 24,SLEEP_IN,SATURDAY,22:00:00,07:00:00,,,9.0,MALE,BUCCAL,BARNET,1,10,t
322,Maple Court No. 24,SLEEP_IN,SUNDAY,22:00:00,07:00:00,,,9.0,MALE,,BARNET,1,10,t
323,Langley Road No. 25,DAY,MONDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
324,Langley Road No. 25,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
325,Langley Road No. 25,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
326,Langley Road No. 25,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
327,Langley Road No. 25,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
328,Langley Road No. 25,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
329,Langley Road No. 25,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
330,Langley Road No. 25,WAKING_NIGHT,MONDAY,20:00:00,08:00:00,,,12.0,ANY,,BARNET,1,10,t
331,Langley Road No. 25,WAKING_NIGHT,TUESDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
332,Langley Road No. 25,WAKING_NIGHT,WEDNESDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
333,Langley Road No. 25,WAKING_NIGHT,THURSDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
334,Langley Road No. 25,WAKING_NIGHT,FRIDAY,20:00:00,08:00:00,,,12.0,ANY,,BARNET,1,10,t
335,Langley Road No. 25,WAKING_NIGHT,SATURDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
336,Langley Road No. 25,WAKING_NIGHT,SUNDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
337,Langley Road No. 25,FLOATING,MONDAY,12:00:00,14:00:00,,,2.0,ANY,,BARNET,1,10,t
338,Langley Road No. 25,FLOATING,TUESDAY,12:00:00,14:00:00,,,2.0,ANY,,BARNET,1,10,t
339,Langley Road No. 25,FLOATING,WEDNESDAY,12:00:00,14:00:00,,,2.0,ANY,,BARNET,1,10,t
340,Langley Road No. 25,FLOATING,THURSDAY,12:00:00,14:00:00,,,2.0,ANY,,BARNET,1,10,t
341,Langley Road No. 25,FLOATING,FRIDAY,12:00:00,14:00:00,,,2.0,ANY,,BARNET,1,10,t
342,Langley Road No. 25,FLOATING,SATURDAY,12:00:00,14:00:00,,,2.0,ANY,,BARNET,1,10,t
343,Langley Road No. 25,FLOATING,SUNDAY,12:00:00,14:00:00,,,2.0,ANY,,BARNET,1,10,t
344,Langley Road No. 25,LONG_DAY,MONDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,MALE,,BARNET,1,10,t
345,Langley Road No. 25,LONG_DAY,TUESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,BARNET,1,10,t
346,Langley Road No. 25,LONG_DAY,WEDNESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,MALE,,BARNET,1,10,t
347,Langley Road No. 25,LONG_DAY,THURSDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,BARNET,1,10,t
348,Langley Road No. 25,LONG_DAY,FRIDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,MALE,,BARNET,1,10,t
349,Langley Road No. 25,LONG_DAY,SATURDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,BARNET,1,10,t
350,Langley Road No. 25,LONG_DAY,SUNDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,MALE,,BARNET,1,10,t
351,Riverside Road No. 26,DAY,MONDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
352,Riverside Road No. 26,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
353,Riverside Road No. 26,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
354,Riverside Road No. 26,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,ANY,BUCCAL,BARNET,1,10,t
355,Riverside Road No. 26,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
356,Riverside Road No. 26,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
357,Riverside Road No. 26,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
358,Riverside Road No. 26,WAKING_NIGHT,MONDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
359,Riverside Road No. 26,WAKING_NIGHT,TUESDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
360,Riverside Road No. 26,WAKING_NIGHT,WEDNESDAY,20:00:00,08:00:00,,,12.0,MALE,,BARNET,1,10,t
361,Riverside Road No. 26,WAKING_NIGHT,THURSDAY,20:00:00,08:00:00,,,12.0,ANY,,BARNET,1,10,t
362,Riverside Road No. 26,WAKING_NIGHT,FRIDAY,20:00:00,08:00:00,,,12.0,ANY,,BARNET,1,10,t
363,Riverside Road No. 26,WAKING_NIGHT,SATURDAY,20:00:00,08:00:00,,,12.0,ANY,,BARNET,1,10,t
364,Riverside Road No. 26,WAKING_NIGHT,SUNDAY,20:00:00,08:00:00,,,12.0,ANY,,BARNET,1,10,t
365,Riverside Road No. 26,SLEEP_IN,MONDAY,22:00:00,07:00:00,,,9.0,MALE,,BARNET,1,10,t
366,Riverside Road No. 26,SLEEP_IN,TUESDAY,22:00:00,07:00:00,,,9.0,MALE,,BARNET,1,10,t
367,Riverside Road No. 26,SLEEP_IN,WEDNESDAY,22:00:00,07:00:00,,,9.0,MALE,,BARNET,1,10,t
368,Riverside Road No. 26,SLEEP_IN,THURSDAY,22:00:00,07:00:00,,,9.0,MALE,,BARNET,1,10,t
369,Riverside Road No. 26,SLEEP_IN,FRIDAY,22:00:00,07:00:00,,,9.0,MALE,,BARNET,1,10,t
370,Riverside Road No. 26,SLEEP_IN,SATURDAY,22:00:00,07:00:00,,,9.0,MALE,,BARNET,1,10,t
371,Riverside Road No. 26,SLEEP_IN,SUNDAY,22:00:00,07:00:00,,,9.0,ANY,,BARNET,1,10,t
372,Meadow House No. 27,LONG_DAY,MONDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,BARNET,1,10,t
373,Meadow House No. 27,LONG_DAY,TUESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,BARNET,1,10,t
374,Meadow House No. 27,LONG_DAY,WEDNESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,BARNET,1,10,t
375,Meadow House No. 27,LONG_DAY,THURSDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,BARNET,1,10,t
376,Meadow House No. 27,LONG_DAY,FRIDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,BARNET,1,10,t
377,Meadow House No. 27,LONG_DAY,SATURDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,BARNET,1,10,t
378,Meadow House No. 27,LONG_DAY,SUNDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,BARNET,1,10,t
379,Sunnybank House No. 28,DAY,MONDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
380,Sunnybank House No. 28,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
381,Sunnybank House No. 28,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
382,Sunnybank House No. 28,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,2,10,t
383,Sunnybank House No. 28,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
384,Sunnybank House No. 28,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
385,Sunnybank House No. 28,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
386,Sunnybank House No. 28,LONG_DAY,MONDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,BARNET,1,10,t
387,Sunnybank House No. 28,LONG_DAY,TUESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,BUCCAL,BARNET,1,10,t
388,Sunnybank House No. 28,LONG_DAY,WEDNESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,BARNET,1,10,t
389,Sunnybank House No. 28,LONG_DAY,THURSDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,BARNET,1,10,t
390,Sunnybank House No. 28,LONG_DAY,FRIDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,BARNET,1,10,t
391,Sunnybank House No. 28,LONG_DAY,SATURDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,BARNET,1,10,t
392,Sunnybank House No. 28,LONG_DAY,SUNDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,BUCCAL,BARNET,1,10,t
393,Sycamore Lodge No. 29,DAY,MONDAY,08:00:00,20:00:00,,,11.0,FEMALE,,BARNET,1,10,t
394,Sycamore Lodge No. 29,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
395,Sycamore Lodge No. 29,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,FEMALE,,BARNET,1,10,t
396,Sycamore Lodge No. 29,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,FEMALE,,BARNET,1,10,t
397,Sycamore Lodge No. 29,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
398,Sycamore Lodge No. 29,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,1,10,t
399,Sycamore Lodge No. 29,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,FEMALE,,BARNET,1,10,t
400,Sycamore Lodge No. 29,WAKING_NIGHT,MONDAY,20:00:00,08:00:00,,,12.0,FEMALE,,BARNET,1,10,t
401,Sycamore Lodge No. 29,WAKING_NIGHT,TUESDAY,20:00:00,08:00:00,,,12.0,FEMALE,,BARNET,1,10,t
402,Sycamore Lodge No. 29,WAKING_NIGHT,WEDNESDAY,20:00:00,08:00:00,,,12.0,ANY,,BARNET,1,10,t
403,Sycamore Lodge No. 29,WAKING_NIGHT,THURSDAY,20:00:00,08:00:00,,,12.0,FEMALE,BUCCAL,BARNET,1,10,t
404,Sycamore Lodge No. 29,WAKING_NIGHT,FRIDAY,20:00:00,08:00:00,,,12.0,FEMALE,,BARNET,1,10,t
405,Sycamore Lodge No. 29,WAKING_NIGHT,SATURDAY,20:00:00,08:00:00,,,12.0,ANY,,BARNET,1,10,t
406,Sycamore Lodge No. 29,WAKING_NIGHT,SUNDAY,20:00:00,08:00:00,,,12.0,ANY,,BARNET,1,10,t
407,Sycamore Lodge No. 29,LONG_DAY,MONDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,BARNET,2,10,t
408,Sycamore Lodge No. 29,LONG_DAY,TUESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,BARNET,1,10,t
409,Sycamore Lodge No. 29,LONG_DAY,WEDNESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,BARNET,1,10,t
410,Sycamore Lodge No. 29,LONG_DAY,THURSDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,BARNET,1,10,t
411,Sycamore Lodge No. 29,LONG_DAY,FRIDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,BARNET,1,10,t
412,Sycamore Lodge No. 29,LONG_DAY,SATURDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,BARNET,1,10,t
413,Sycamore Lodge No. 29,LONG_DAY,SUNDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,BARNET,1,10,t
414,Sycamore Lodge No. 29,SLEEP_IN,MONDAY,22:00:00,07:00:00,,,9.0,FEMALE,,BARNET,1,10,t
415,Sycamore Lodge No. 29,SLEEP_IN,TUESDAY,22:00:00,07:00:00,,,9.0,FEMALE,,BARNET,1,10,t
416,Sycamore Lodge No. 29,SLEEP_IN,WEDNESDAY,22:00:00,07:00:00,,,9.0,ANY,,BARNET,1,10,t
417,Sycamore Lodge No. 29,SLEEP_IN,THURSDAY,22:00:00,07:00:00,,,9.0,ANY,BUCCAL,BARNET,1,10,t
418,Sycamore Lodge No. 29,SLEEP_IN,FRIDAY,22:00:00,07:00:00,,,9.0,FEMALE,,BARNET,1,10,t
419,Sycamore Lodge No. 29,SLEEP_IN,SATURDAY,22:00:00,07:00:00,,,9.0,FEMALE,,BARNET,1,10,t
420,Sycamore Lodge No. 29,SLEEP_IN,SUNDAY,22:00:00,07:00:00,,,9.0,FEMALE,,BARNET,1,10,t
421,Hillcrest Court No. 30,DAY,MONDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
422,Hillcrest Court No. 30,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,ANY,,BARNET,2,10,t
423,Hillcrest Court No. 30,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
424,Hillcrest Court No. 30,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
425,Hillcrest Court No. 30,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
426,Hillcrest Court No. 30,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
427,Hillcrest Court No. 30,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,MALE,,BARNET,1,10,t
428,Larch Road No. 31,DAY,MONDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
429,Larch Road No. 31,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
430,Larch Road No. 31,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
431,Larch Road No. 31,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
432,Larch Road No. 31,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
433,Larch Road No. 31,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
